"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Decision-Making Driven by Driver Intelligence and Environment Reasoning for High-Level Autonomous Vehicles: A Survey","Y. Wang; J. Jiang; S. Li; R. Li; S. Xu; J. Wang; K. Li","State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China; State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China",IEEE Transactions on Intelligent Transportation Systems,"4 Oct 2023","2023","24","10","10362","10381","Autonomous vehicle (AV) is expected to reshape the future transportation system, and its decision-making is one of the most critical modules. Many current decision-making modules are designed scenario-by-scenario and thus are not capable of meeting high-level AV requirements for lack of scalability to cope with the diversity of drivers’ demands and the infinity of traffic elements. This paper surveys the decision-making design inspired by driver intelligence and environment reasoning with better scalability for future high-level AVs. It involves three aspects: human factors in driving, environment reasoning, and detailed decision methods. The current state of the art of these three sections is surveyed in this paper. The characteristics of distinguished drivers, their decision mechanism, and the factors influencing decision-making are reviewed first to learn from excellent drivers. Environment reasoning is introduced following as a three-layer structure consisting of restriction, interaction, and attention. The optimization-based decision-making algorithms are then reviewed from the aspect of optimization targets, frameworks, applied scenarios, and limitations. Inspired by the existing research on driver intelligence and environment reasoning, a promising decision-making framework is also introduced for high-level AV design.","1558-0016","","10.1109/TITS.2023.3275792","National Natural Science Foundation of China; Key Project 52131201; Tsinghua University Toyota Joint Research Center for Artificial Intelligence (AI) Technology of Automated Vehicle(grant numbers:TTAD 2022-06); Intelligent Driving and High-Precision Map Key Technology Verification Platform Cooperation Project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10133881","Autonomous vehicles;human intelligence;environment reasoning;decision-making","Vehicles;Decision making;Cognition;Surveys;Automation;Optimization;Autonomous vehicles","","53","","160","IEEE","24 May 2023","Oct. 2023","","IEEE","IEEE Journals"
"Dynamic Framework for Collaborative Learning: Leveraging Advanced LLM with Adaptive Feedback Mechanisms","H. Tahir; F. Faisal; F. Alnajjar; M. I. Taj; L. Gordon; A. Khan; M. Lwin; O. Mubin","Swinburne University of Technology, Melbourne, Australia; Department of Computer Science, LUMS, Pakistan; Computer Science and Software Engineering, UAE University, UAE; Zayed University, UAE; NAPS, Australia; School of Business, Western Sydney University, Australia; School of Business, Western Sydney University, Australia; Western Sydney University, Australia",2025 International Conference on Activity and Behavior Computing (ABC),"15 Aug 2025","2025","","","1","10","This paper presents a framework for integrating LLM into collaborative learning platforms to enhance student engagement, critical thinking, and inclusivity. The framework employs advanced LLMs as dynamic moderators to facilitate real-time discussions and adapt to learners’ evolving needs, ensuring diverse and inclusive educational experiences. Key innovations include robust feedback mechanisms that refine AI moderation, promote reflective learning, and balance participation among users. The system’s modular architecture featuring ReactJS for the frontend, Flask for backend operations, and efficient question retrieval supports personalized and engaging interactions through dynamic adjustments to prompts and discussion flows. Testing demonstrates that the framework significantly improves student collaboration, fosters deeper comprehension, and scales effectively across various subjects and user groups. By addressing limitations in static moderation and personalization in existing systems, this work establishes a strong foundation for next-generation AI-driven educational tools, advancing equitable and impactful learning outcomes.","","979-8-3315-3437-0","10.1109/ABC64332.2025.11118419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11118419","AI/ML;LLM;Collaborative Learning;Adaptive Moderation;RAG","Technological innovation;Federated learning;Collaboration;Computer architecture;Real-time systems;Artificial intelligence;Next generation networking;Testing","","","","29","IEEE","15 Aug 2025","21-25 April 2025","21-25 April 2025","IEEE","IEEE Conferences"
"AI in Education for Corporate Training","K. Shourya; Z. Shen","College of Computing & Data Science, Nanyang Technological University, Singapore; College of Computing & Data Science, Nanyang Technological University, Singapore",2024 International Conference on Intelligent Education and Intelligent Research (IEIR),"14 Apr 2025","2024","","","1","6","The gap between employer demands and the skills highlighted on resumes reveals a major flaw in traditional university education. The current one-size-fits-all approach leaves graduates unprepared for the fast-evolving job market. To address this, we are developing an AI-powered personalized learning platform tailored to corporate training. This platform utilizes a machine learning model that analyzes individual resumes to generate customized course maps based on the user’s unique background and career goals. By aligning educational pathways with specific job requirements, it caters to the growing need for job-specific programs, especially among Gen Z. A Logistic Regression Model is trained on resume datasets to predict suitable professions for users, while tools like Gensim and TensorFlow help construct personalized knowledge graphs of relevant courses. Various graph-based algorithms like PageRank, SimRank, and HITS are used to generate an optimized study map, considering course difficulty and prerequisites. This innovative approach offers a significant leap in helping job seekers refine their skills and meet employer expectations. The platform's findings could ultimately be integrated into corporate training programs, enhancing workforce development and addressing the shortcomings of traditional education systems.","","979-8-3315-1982-7","10.1109/IEIR62538.2024.10959750","Nanyang Technological University; Nanyang Technological University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959750","job-specific study;logistic regression;study map;knowledge graph;PageRank;SimRank;HITS","Training;Industries;Logistic regression;Accuracy;Resumes;Knowledge graphs;Companies;Predictive models;Prediction algorithms;Optimization","","","","11","IEEE","14 Apr 2025","6-8 Nov. 2024","6-8 Nov. 2024","IEEE","IEEE Conferences"
"VR-AI Self-Generative Data Pipeline: Adaptive AI-Assisted Creative Tools via Latent-Space Synthesis and Adversarial Refinement","Y. Feng; J. Xiang; Y. Wang; C. Duan","School of Art, Dianchi College, Kunming, China; School of Art, Yunnan Normal University, Kunming, China; School of Art, Yunnan Normal University, Kunming, China; School of Art, Dianchi College, Kunming, China",2025 3rd International Conference on Computer Graphics and Image Processing (CGIP),"12 Jan 2026","2025","","","86","91","In this study, we propose a self-sustainable VR-AI data pipeline system that can generate quality training data through limited user interactions in virtual reality environments, effectively freeing us from the reliance on voluminous external datasets. The framework integrates a Transformer-based sparse interaction encoder, a generative variational self-encoder in the latent space, and an independently-run adversarial augmentation module to collaboratively generate synthetic samples that perfectly fit the context. The encoder focuses on capturing the temporal dynamics of user inputs, the variational self-encoder transforms them into a structured latent representation system, which lays the foundation for diversified sample generation, and the synthesized outputs are evaluated for authenticity with the help of a Wasserstein GAN discriminator, which realizes a customizable and intelligent art creation tool. This synthetic data underpins subsequent tasks such as 3D mesh generation techniques based on graph neural networks for predicting vertex displacements from optimized cases. We employ rotational position encoding techniques in the Transformer architecture, and the discriminator module applies a spectral normalization strategy to ensure stable system performance. The whole process creatively integrates temporal modeling, latent space generation, and adversarial optimization mechanisms to reduce data dependency while maintaining artistic freedom. Experiments show that the scheme can efficiently produce realistic and diverse training data, significantly improve the performance level of AI technology in the VR field, and open up new possibilities for scaled-up, user-oriented creative engineering in virtual space.","","979-8-3315-3790-6","10.1109/CGIP66596.2025.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11321180","Virtual Reality (VR);Generative Modeling;Self-sustainable Data Pipeline;AI-assisted Creative Tools","Solid modeling;Adaptation models;Three-dimensional displays;Computational modeling;Pipelines;Training data;Virtual reality;Transformers;Data models;Artificial intelligence","","","","32","IEEE","12 Jan 2026","11-13 July 2025","11-13 July 2025","IEEE","IEEE Conferences"
"Virtual Utopia: AI-Enhanced 3D Room Design Simulation for Optimal Furniture Layout","S. I. Mohamed; M. M. Saady; Z. A. E. H. Taha","Faculty of Computer Science, University for Modern Sciences and Arts, Cairo, Egypt; Faculty of Computer Science, University for Modern Sciences and Arts, Cairo, Egypt; Faculty of Computer Science, University for Modern Sciences and Arts, Cairo, Egypt","2024 Intelligent Methods, Systems, and Applications (IMSA)","5 Sep 2024","2024","","","489","494","Designing a comfortable yet functional living space is a perpetual challenge in interior design. Based on developments in computer modeling, AI, interior design, and architecture, the article presents novel methods such as structured scene graphs and the “RoomDesigner” program. By integrating 3D modeling with AI-powered layout methods, these technologies seek to improve interior design by automating and improving furniture arrangement. The study aims to bridge the gap between usability and design aesthetics using the 3D-Front dataset. Metrics like Frechet Inception Distance (FID) and Style Consistency Accuracy (SCA) are used in the evaluation of the suggested technique, proving its ability to produce integrated and realistic interior layouts. The results show improved performance compared to existing methods, highlighting the model's efficiency in gathering geometric details and global structural information.","","979-8-3503-6263-3","10.1109/IMSA61967.2024.10652795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10652795","3D Room Simulation;Interactive Design Tools;VQ-VAE;Machine Learning;AI enhanced design","Measurement;Three-dimensional displays;Accuracy;Computational modeling;Layout;Transforms;Computer architecture","","","","13","IEEE","5 Sep 2024","13-14 July 2024","13-14 July 2024","IEEE","IEEE Conferences"
"Design of Virtual Digital Human Image and Interaction for Elementary School Students' Ecological Education","M. Wang; N. Shi; Y. Zhao; H. Li; Q. Liu","Beijing Forestry University, Beijing, China; Beijing Forestry University, Beijing, China; Beijing Forestry University, Beijing, China; Beijing Forestry University, Beijing, China; Beijing Forestry University, Beijing, China",2025 6th International Conference on Information Science and Education (ICISE-IE),"19 Feb 2026","2025","","","98","102","At present, ecological education for primary school students is facing urgent needs to enhance immersion and interaction in teaching methods and media. Traditional methods are insufficient in presenting the complexity of the ecosystem and guiding students ‘emotional investment, and virtual digital human technology provides a new way to solve this problem. This research aims to construct a complete technical framework from image automatic generation to intelligent interaction. In the aspect of image generation, by optimizing the generator and classifier of CycleGAN, the high quality and identity preservation migration from real face to specific archaic cartoon style is realized. A hybrid drive model based on skeleton animation and Blendshape is proposed in the core of interactive drive, and a low latency phoneme-visual real-time synchronization algorithm is designed to ensure the natural performance of digital human consistent with words and deeds. In order to realize cross-platform deployment, a lightweight rendering engine based on WebGL is developed, which ensures smooth operation on Mobile device through multi-level of detail (LOD), partial redrawing and other optimization technologies. Finally, through system integration, an application prototype of “ecological intelligence” with knowledge explanation, intelligent question and answer and multimodal interaction functions was developed. The evaluation shows that the scheme is superior to the traditional method in image generation quality (FID index is improved by about 36%), synchronization real-time (delay $\leqslant 85 ~\text{ms}$) and user acceptance (preference rate reaches 68.5%), which provides a feasible technical scheme and practical example for creating ecological education digital assistant with strong affinity and high interactivity.","","979-8-3315-7939-5","10.1109/ICISE-IE68873.2025.11378966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11378966","Virtual Digital Human Image;Interaction Design;Elementary School;Ecological Education","Adaptation models;Image synthesis;Biological system modeling;Education;Prototypes;Rendering (computer graphics);Real-time systems;Digital humans;Synchronization;Optimization","","","","9","IEEE","19 Feb 2026","26-28 Dec. 2025","26-28 Dec. 2025","IEEE","IEEE Conferences"
"The Concept of Cognitive CyTutor Utilizing Federated Learning for Cybersecurity Education","J. Yogarajah; G. Hossain","Information Science, University of North Texas, Denton, TX, US; Information Science, University of North Texas, Denton, TX, US",2025 IEEE 15th Annual Computing and Communication Workshop and Conference (CCWC),"5 Mar 2025","2025","","","00681","00690","Cognitive CyTutor is an AI-powered tutoring system designed to transform cybersecurity education through personalized and interactive learning experiences. By leveraging natural language processing and machine learning algorithms, CyTutor engages students through text or speech interfaces, analyzing large datasets of interactions to identify learning patterns and provide tailored guidance. The system employs collaborative filtering and autoencoder techniques to offer personalized module recommendations, while integrating graph networks and reinforcement learning to capture complex user relationships and dynamically optimize recommendations. To ensure privacy and data security, CyTutor uses federated learning, which trains models locally on individual devices, sharing only aggregated model parameters. This decentralized approach minimizes the risk of data breaches while maintaining the system's ability to adapt to users' evolving preferences. By combining personalized education with strong privacy measures, CyTutor represents a state-of-the-art solution for delivering effective, secure cybersecurity education in today's digital learning environment.","","979-8-3315-0769-5","10.1109/CCWC62904.2025.10903809","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10903809","Federated Learning;Machine Learning;CyTutor;Artificial Intelligence;Cybersecurity Education","Training;Adaptation models;Federated learning;Refining;Transforms;Reinforcement learning;Data models;Servers;Computer security;Speech processing","","2","","26","IEEE","5 Mar 2025","6-8 Jan. 2025","6-8 Jan. 2025","IEEE","IEEE Conferences"
"GOF-TTE: Generative Online Federated Learning Framework for Travel Time Estimation","Z. Zhang; H. Wang; Z. Fan; J. Chen; X. Song; R. Shibasaki","Department of Computer Science and Engineering and Research Institute of Trustworthy Autonomous Systems, SUSTech–UTokyo Joint Research Center on Super Smart City, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering and Research Institute of Trustworthy Autonomous Systems, SUSTech–UTokyo Joint Research Center on Super Smart City, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering and Research Institute of Trustworthy Autonomous Systems, SUSTech–UTokyo Joint Research Center on Super Smart City, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering and Research Institute of Trustworthy Autonomous Systems, SUSTech–UTokyo Joint Research Center on Super Smart City, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering and Research Institute of Trustworthy Autonomous Systems, SUSTech–UTokyo Joint Research Center on Super Smart City, Southern University of Science and Technology, Shenzhen, China; Department of Computer Science and Engineering and Research Institute of Trustworthy Autonomous Systems, SUSTech–UTokyo Joint Research Center on Super Smart City, Southern University of Science and Technology, Shenzhen, China",IEEE Internet of Things Journal,"18 Nov 2022","2022","9","23","24107","24121","Estimating the travel time of a path is an essential topic for the intelligent transportation system. It serves as the foundation for real-world applications, such as traffic monitoring, route planning, and taxi dispatching. However, building a model for such a data-driven task requires a large amount of users’ travel information, which closely relates to their privacy and, thus, is less likely to be shared. The not independent and identically distributed (Non-IID) trajectory data across data owners also make a predictive model extremely challenging to be personalized if we directly apply federated learning. Finally, previous work on travel time estimation (TTE) does not consider the real-time traffic state of roads, which we argue, can significantly influence the prediction. To address the above challenges, we introduce GOF-TTE for the mobile user group, generative online federated learning framework for TTE, which 1) utilizes the federated learning approach, allowing private data to be kept on client devices while training, and designs the global model as an online generative model shared by all clients to infer the real-time road traffic state and 2) apart from sharing a base model at the server, adapts a fine-tuned personalized model for every client to study their personal driving habits, making up for the residual error made by localized global model prediction. We also employ a simple privacy attack to our framework and implement the differential privacy mechanism to guarantee privacy safety further. Finally, we conduct experiments on two real-world public taxi data sets of DiDi Chengdu and Xi’an. The experimental results demonstrate the effectiveness of our proposed framework.","2327-4662","","10.1109/JIOT.2022.3190864","National Key Research and Development Project of China(grant numbers:2021YFB1714400); Guangdong Provincial Key Laboratory(grant numbers:2020B121201001); Grant in-Aid for Scientific Research B(grant numbers:22H03573); Japan’s Ministry of Education, Culture, Sports, Science, and Technology (MEXT); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9829726","Federated learning;travel time estimation (TTE);ubiquitous;urban computing","Roads;Collaborative work;Estimation;Data models;Trajectory;Public transportation;Real-time systems","","20","","65","IEEE","14 Jul 2022","1 Dec.1, 2022","","IEEE","IEEE Journals"
"Multi-Agent System Based Data Mining Technique for Supplier Selection","J. S. Dhatterwal; K. S. Kaswan; J. Singh; M. S. Naruka; D. Govardhan","Artificial Intelligence and Data Science, Koneru Lakshmaiah Education Foundation, Guntur, AP, India; School of Computing Science and Engineering, Galgotias University, Greater Noida, UP, India; Department of Electrical and Electronics Engineering, G L Bajaj Institute of Technology and Management, Greater Noida, India; Department of Electrical and Electronics Engineering, G L Bajaj Institute of Technology and Management, Greater Noida, India; Department of Aeronautical Engineering, Institute of Aeronautical Engineering, Hyderabad","2023 International Conference on Power Energy, Environment & Intelligent Control (PEEIC)","13 Mar 2024","2023","","","330","335","Different target knowledge representations, which correspond to different hypothesis spaces, are suitable for learning various types of target functions. A distinct learning algorithm, capitalizing on an underlying structure to guide the exploration of the hypothesis space, leverages each of these hypothesis representations. Consequently, making decisions on these matters entails navigating an expansive landscape of alternative approaches to determine the one that best aligns with the defined learning problem. To select an appropriate learning algorithm that performs optimally for the given problem and target function, it is essential to analyze the interplay between the size and completeness of the hypothesis space, the availability of training examples, the learner's prior knowledge, and the confidence in a hypothesis's ability to generalize correctly to unseen data points. This challenge often arises in the context of poorly integrated systems. The objective of this paper is to introduce a specific approach to addressing these challenges, involving the use of enhanced elicitation techniques and tools, improved development paradigms, knowledge modeling languages, ontologies, and advanced methods for system maintenance. However, in the past decade, an alternative reasoning paradigm and computational problem-solving approach have garnered significant attention, involving the use of Multi-Agent System (MAS) based Data Mining (DM) techniques. This paper proposes the integration of MAS and DM for supplier selection, with a focus on partitioning-based algorithms such as K-means, Farthest First, Expectation Maximization, and Filtered Clusterer. These algorithms are compared based on factors such as dataset size, the number of clusters, and the time required for cluster formation. Finally, within this integrated model, MAS-DM is exemplified through an illustrative result-matching process.","","979-8-3503-5776-9","10.1109/PEEIC59336.2023.10451914","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10451914","Multi-Agent;Data Mining;Cluster;JADE;Ontologies","Training;Computational modeling;Clustering algorithms;Knowledge discovery;Partitioning algorithms;Data mining;Multi-agent systems","","3","","30","IEEE","13 Mar 2024","19-23 Dec. 2023","19-23 Dec. 2023","IEEE","IEEE Conferences"
"NPC Dialogue Generation in a Custom-Built Game Using Generative AI","M. Sakura; K. Tasaka; M. Numao; S. Nishide","Graduate School of Informatics, Kyoto Tachibana University, Kyoto, Japan; Graduate School of Informatics, Kyoto Tachibana University, Kyoto, Japan; Graduate School of Informatics, Kyoto Tachibana University, Kyoto, Japan; Graduate School of Informatics, Kyoto Tachibana University, Kyoto, Japan",2025 IEEE 14th Global Conference on Consumer Electronics (GCCE),"12 Dec 2025","2025","","","416","420","This study explores the use of generative AI for creating context-sensitive dialogue for non-player characters (NPCs) in a puzzle-based escape game developed in C using the SDL library. We focus on generating hint-rich, character-consistent dialogue in Japanese using ChatGPT. Dialogue was pre-generated through a two-step prompt design: first establishing NPC traits, then incorporating puzzle-specific keywords. The selected outputs were embedded into the game and displayed based on the player’s progress. Experimental results demonstrate that ChatGPT can produce natural and expressive dialogue that aligns with both game context and character voice. Informal evaluations confirmed high levels of fluency and personality consistency. Future work includes automating keyword extraction, implementing real-time API-based generation, and conducting large-scale user testing. This study contributes a practical example of applying LLMs to localized game content and lays the groundwork for adaptive, intelligent NPC systems in future interactive environments.","2693-0854","979-8-3315-2416-6","10.1109/GCCE65946.2025.11275322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11275322","Generative AI;ChatGPT;Game AI;Dialogue Generation","Adaptive systems;Generative AI;Games;Chatbots;Real-time systems;Libraries;Consumer electronics;Testing","","","","9","IEEE","12 Dec 2025","23-26 Sept. 2025","23-26 Sept. 2025","IEEE","IEEE Conferences"
"Towards Autonomous Vehicle Decision-Making in Heterogeneous Traffic: A Virtual Game Approach with Interaction Influence Weight Quantification","T. Liu; S. Fang; X. Liu; Q. Chen; P. Hang","College of Transportation, Tongji University, Shanghai, China; College of Transportation, Tongji University, Shanghai, China; College of Transportation, Tongji University, Shanghai, China; College of Transportation, Tongji University, Shanghai, China; College of Transportation, Tongji University, Shanghai, China",2025 IEEE Intelligent Vehicles Symposium (IV),"6 Aug 2025","2025","","","1133","1139","Autonomous vehicles (AVs) often display overly conservative behavior in mixed traffic environments with human-driven vehicles (HVs). This is primarily due to the complexity of interactions, diverse conflict points, and the heterogeneity of human driving behaviors. These factors pose significant challenges to AVs' decision-making. To effectively solve the problem, this paper proposes a virtual game-theoretic framework based on the interaction influence weight quantification for multi-vehicle interaction. The upper layer of the framework employs an attention mechanism based on Graph Convolutional Network (GCN) and Long Short-Term Memory (LSTM) networks to capture the interaction effects between vehicles. The lower layer estimates the Social Value Orientation (SVO) of each interactive vehicle according to the historical trajectories to identify heterogeneity and models the interaction process as a virtual game among vehicles to solve the optimal decisions. Finally, simulation experiments show that the proposed algorithm outperforms existing benchmark decision-making algorithms in terms of safety and efficiency, showing good robustness in interactions with surrounding vehicles of different driving styles.","2642-7214","979-8-3315-3803-3","10.1109/IV64158.2025.11097413","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11097413","","Attention mechanisms;Heuristic algorithms;Decision making;Games;Benchmark testing;Robustness;Safety;Vehicle dynamics;Autonomous vehicles;Long short term memory","","","","22","IEEE","6 Aug 2025","22-25 June 2025","22-25 June 2025","IEEE","IEEE Conferences"
"Multimodal Sentiment Analysis using Kernel Based Support Vector Machine","V. S. Kumar; P. K. Pareek; V. H. C. De Albuquerque; A. Khanna; D. Gupta; M. R. B","Department Artificial Intelligence & Machine Learning, Nitte Meenakshi Institute of Technology, Bengaluru; Graduate Program in Telecommunication Engineering, Federal Institute of Education, Science and Technology of Ceará, Fortaleza, Brazil; Department of Teleinformatics Engineering, Federal University of Ceará, Brazil; CSE Dept, Maharaja Agrasen Institute of Technology, GGSIPU; CSE Dept, Maharaja Agrasen Institute of Technology, GGSIPU; Department of ISE, Dayananda Sagar Academy of Technology and Management, Bangalore","2022 Second International Conference on Advanced Technologies in Intelligent Control, Environment, Computing & Communication Engineering (ICATIECE)","24 Feb 2023","2022","","","1","8","There has been a steady expansion in the number of social websites, electronic media outlets, and blogging services, all of which contribute a large number of user messages such as comments, reviews, and opinions from customers. The quantity of these signals, which are used to evaluate the quality of a wide variety of goods and services, is rather substantial. As a result, it is challenging to monitor and identify the feelings of customers. As a result, a method known as Sentiment Analysis (SA), also known as Opinion Mining (OM), was developed. This method gathers data from the internet by using Natural Language Processing (NLP) strategies and then analyses people's thoughts. It does this by extracting subjective information from the words, assessing opinions, and quantifying positive and negative evaluations. The end result is a conclusion about the specific entity, which may be an organisation, the public, or a product. The NLP first gathers the views, and then those opinions are sorted into positive, neutral, and negative categories. Both the marketing promotion and the customer's ability to choose the most appropriate product for their needs may be improved by doing an analysis. The purpose of this study is to evaluate the use of different machine learning and swarm intelligence optimization methods to perform sentiment analysis on data derived from movie reviews. This study helps many businesses increase their profits while simultaneously lowering the number of problems caused by a certain product. Within the scope of this investigation, three distinct models of sentiment analysis were investigated. An effective method for doing sentiment analysis known as a Hybrid Kernel based Support Vector Machine (HKSVM) has been presented. The preprocessing that is described here is meant to cut down on the data inconsistencies and get rid of the data that isn't needed. After that, the Expectation Maximization (EM) technique is used in order to identify an outlier. After that, the Multivariate Autoregressive Model (MAR) scheme is used for the purpose of extracting potentially useful characteristics, and the Modified Cat Swarm Optimization (MCSO) strategy is offered for the purpose of locating the greatest opinion score. In conclusion, the high score accumulated during the opinion review step is carried over to the HKELM classification phase. Within this KELM function, the Particle Swarm Optimization (PSO) algorithm is used for the purpose of improving the kernel parameters and classifying the opinions in an efficient manner. It was found that obtaining an accuracy rate of 96.82 percent, a sensitivity rate of 97.14 percent, a specificity rate of 91.24 percent, a precision rate of 96.23 percent, a recall rate of 90.24 percent, and an F-Measure rate of 89.78 percent yielded a high level of performance.","","978-1-6654-9396-3","10.1109/ICATIECE56365.2022.10046818","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10046818","Machine Learning;Particle Swarm Optimization;Sentiment Analysis;Expectation Maximization;Multivariate Autoregressive Model","Support vector machines;Sentiment analysis;Analytical models;Sensitivity;Veins;Tagging;Probabilistic logic","","2","","29","IEEE","24 Feb 2023","16-17 Dec. 2022","16-17 Dec. 2022","IEEE","IEEE Conferences"
"CASIT: Collective Intelligent Agent System for Internet of Things","N. Zhong; Y. Wang; R. Xiong; Y. Zheng; Y. Li; M. Ouyang; D. Shen; X. Zhu","School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, Guangdong, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, Guangdong, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, Guangdong, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, Guangdong, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, Guangdong, China; School of Electronics and Information, Guangdong Polytechnic Normal University, Guangzhou, China; School of Systems Science and Engineering, Sun Yat-sen University, Guangzhou, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, Guangdong, China",IEEE Internet of Things Journal,"22 May 2024","2024","11","11","19646","19656","In the last few years, the bottleneck of bandwidth in Internet of Thing (IoT) has driven expectations to figure out new ways to preprocess the information needed to be transmitted. The ways which were used before are not smart enough and they cannot align to the users’ need. Large language model (LLM)-based intelligent agent is a very hot concept in AI community, which aims to save various problems via adapting LLM to different industries. In this article, we present a collective intelligent agent system for the IoT (CASIT) that is a pioneering LLM-agent-based IoT system. We put forward a IoT framework that can be used to lots of scenarios. CASIT refers to a system based on multiple intelligent LLM agents, which realizes complex tasks through cooperation and makes full use of collective intelligence. In order to solve the problems, we designed the Memory Mechanism and Summary Mechanism that enable LLMs to efficiently process the data by comparing historical data with Local Knowledge and Chat History in the prompt. After experimental verification, we have found that our framework could accurately conclude the abnormal information, and it outperforms the single LLM system when we input 200 sets of temperature and humidity data from five different places. The system provides a new solution and method for information processing in all IoT systems. Our framework may also provide refreshing ideas for edge computing and semantic communication.","2327-4662","","10.1109/JIOT.2024.3366906","National Natural Science Foundation of China(grant numbers:61973328); Shenzhen Science and Technology Program(grant numbers:GXWD20201231165807008,20200830225317001); Shenzhen Science and Technology Plan Project(grant numbers:ZDSYS20210623091807023); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10439991","Collective intelligent agent system;collective wisdom;Internet of Things (IoT);large language model (LLM)","Internet of Things;Edge computing;Task analysis;Intelligent agents;Bandwidth;Natural languages;Multi-agent systems","","24","","35","IEEE","19 Feb 2024","1 June1, 2024","","IEEE","IEEE Journals"
"Automotive Cockpit-Driving Integration for Human-Centric Autonomous Driving: A Survey","Z. Zhu; S. Zhao; M. Cai; C. Wang; A. Du","College of Mechanical Engineering, University of Shanghai for Science and Technology, Shanghai, China; School of Automotive Studies, Tongji University, Shanghai, China; Department of Engineering Science, University of Oxford, Oxford, U.K.; School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh, U.K.; School of Automotive Studies, Tongji University, Shanghai, China",IEEE Transactions on Human-Machine Systems,"2 Dec 2025","2025","55","6","1016","1032","Intelligent driving aims to handle dynamic driving tasks in complex environments, while driver behavior onboard is less focused. In contrast, an intelligent cockpit mainly focuses on interacting with a driver, with limited connection to the driving scenarios. Since the driver onboard could affect the driving strategy significantly and thus have nonnegligible safety implications on an autonomous vehicle, a cockpit-driving integration (CDI) is generally essential to take the driver’s behavior and intention into account when shaping the driving strategy. However, no comprehensive review of current existing CDI technologies is conducted despite the significant role of CDI in safe driving. Therefore, we are motivated to summarize the state-of-the-art of CDI methods and investigate the development trends of CDI. To this end, we identify thoroughly current applications of CDI for the perception and decision-making of autonomous vehicles and highlight critical issues that urgently need to be addressed. Additionally, we propose a lifelong learning framework based on evolvable neural networks as solutions for future CDI. Finally, challenges and future work are discussed. The work provides useful insights for developers regarding designing safe and human-centric autonomous vehicles.","2168-2305","","10.1109/THMS.2025.3616947","Shanghai Municipal Science and Technology Major Project(grant numbers:2021SHZDZX0100); Fundamental Research Funds for the Central Universities(grant numbers:22120220642); National Natural Science Foundation of China(grant numbers:62088101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11214420","Autonomous vehicles;cockpit-driving integration (CDI);human–vehicle interaction","Decision making;Driver behavior;Safety;Autonomous vehicles;Prediction algorithms;Surveys;Neural networks;Human vehicle systems;Algorithm design and analysis","","","","166","IEEE","23 Oct 2025","Dec. 2025","","IEEE","IEEE Journals"
